user_id,screen_name,username,verified,description,location,geo_enabled,time_zone,following,followers,totaltweets,tweetcreatedts,tweet_url,tweet_id,text,retweetcount,retweet_status,favorite_count,hashtags,mentions,urls,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_str,in_reply_to_screen_name,listed_count,utc_offset,lang,contributers_enabled,is_translator,profile_bg_img_url,profile_bg_img_url_https,profile_img_url,profile_img_url_https,default_profile,default_profile_img
1002350754,Marcus,matucker85,False,USMC Vet. Life long Gator & Alum🐊,"Gainesville, Fl",True,,1138,251,3489,2021-03-09 17:43:17,https://twitter.com/matucker85/status/1369343043732668422,1369343043732668422,"@stclairashley I’m fat and don’t wear a mask. Haven’t changed my lifestyle, never had the flu or Chinese virus, and refuse to live in fear.",0,False,15,[],"[{'screen_name': 'stclairashley', 'name': 'Ashley StClair 🇺🇸', 'id': 2874102076, 'id_str': '2874102076', 'indices': [0, 14]}]",[],Twitter for iPhone,1369312653038981122,1369312653038981122,2874102076,2874102076,stclairashley,2,,,False,False,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1270777691646689281/mSiGLJUa_normal.jpg,https://pbs.twimg.com/profile_images/1270777691646689281/mSiGLJUa_normal.jpg,True,False
574115626,ᏕᎧᏝᏗᏒᏰᏒ33ፚᏋ,solartoxicmom31,False,,"Louisiana, USA",False,,310,329,14672,2021-03-09 17:06:59,https://twitter.com/solartoxicmom31/status/1369333909822058498,1369333909822058498,@WWLTV Please explain to me why the hell are you celebrating a Chinese virus that made people sick &amp; die &amp; made our government put fear into everyone that they have to wear mask or they could possibly die to a virus that has a 99% survival rate? Go ahead &amp; explain I'll wait.,0,False,0,[],"[{'screen_name': 'WWLTV', 'name': 'WWL-TV', 'id': 14269771, 'id_str': '14269771', 'indices': [0, 6]}]",[],Twitter for Android,1369259194369597440,1369259194369597440,14269771,14269771,WWLTV,10,,,False,False,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1366931880357027841/fFSHiAQf_normal.jpg,https://pbs.twimg.com/profile_images/1366931880357027841/fFSHiAQf_normal.jpg,True,False
1269351226329772032,Pisces SZN Starts in FEB,QUEEN___chink,False,RIP to @queen_chink😢If i had a dollar for every time someone called me ugly id have 0 dollars bitch what u thought lmao✋🏾478 raised #ValdostaStateAlum,Minding Mine,True,,1276,5392,5177,2021-03-09 16:57:58,https://twitter.com/QUEEN___chink/status/1369331640019918855,1369331640019918855,My niggas eat this pussy with hair or without. Hell is ya’ll saying lmao,7,False,25,[],[],[],Twitter for iPhone,,,,,,11,,,False,False,,,http://pbs.twimg.com/profile_images/1367680758773604353/jIO1-84T_normal.jpg,https://pbs.twimg.com/profile_images/1367680758773604353/jIO1-84T_normal.jpg,True,False
1293062010549174274,chy,moonkngg,False,its not that i dont want you.,15 yrs old,True,,320,245,3548,2021-03-09 16:46:37,https://twitter.com/moonkngg/status/1369328783665270785,1369328783665270785,"@ijustwannabthin verb or not, its still offensive . thats like people saying chink is an adjective for small or narrow areas. its the way people try to make excuses to say words.",0,False,0,[],"[{'screen_name': 'ijustwannabthin', 'name': '— vin . ⛓️ ## enby legend era', 'id': 1269377622737399820, 'id_str': '1269377622737399820', 'indices': [0, 16]}]",[],Twitter for iPhone,1369328488340144131,1369328488340144131,1293062010549174274,1293062010549174274,moonkngg,0,,,False,False,,,http://pbs.twimg.com/profile_images/1357569377437179904/vKEoxo2h_normal.jpg,https://pbs.twimg.com/profile_images/1357569377437179904/vKEoxo2h_normal.jpg,True,False
990241923003805696,Blue Mind DeVeloper,Blue_Mind_DeV,False,"I’m Brandon/Blue Mind DeVeloper/Blue/Hughey|Male, furry, British simper, and autistic|Entertainment Media lover|Upcoming voice actor|I’d love to meet chu all :3","Illinois, USA",False,,1150,193,9495,2021-03-09 16:35:18,https://twitter.com/Blue_Mind_DeV/status/1369325935045017600,1369325935045017600,@PR1NC318 Wait a minute what? I knew Distant Kingdom from his criticisms for Pokémon Sword or Shield. I actually remember him saying a similar thing when Trump called Covid the Chinese virus and he said “Well it technically is” I guess he has more “Unpopular opinions”,0,False,0,[],"[{'screen_name': 'PR1NC318', 'name': 'PR1NC3🇧🇧', 'id': 1166353130914832408, 'id_str': '1166353130914832408', 'indices': [0, 9]}]",[],Twitter for iPhone,1369136408351367171,1369136408351367171,1166353130914832408,1166353130914832408,PR1NC318,2,,,False,False,,,http://pbs.twimg.com/profile_images/1348847874742882305/Wg9UBW33_normal.jpg,https://pbs.twimg.com/profile_images/1348847874742882305/Wg9UBW33_normal.jpg,True,False
2410885352,Danilo Palermo,dqpalermo,False,Senior Financial Sector Specialist at the World Bank.,"Washington, DC",False,,466,178,888,2021-03-09 15:51:24,https://twitter.com/dqpalermo/status/1369314886287831041,1369314886287831041,Could anyone explain to me why it is ok to say “Brazilian variant” or “South African variant” but it is considered racist to say “Chinese virus”?        https://t.co/BBAwzpogpv,0,False,0,[],[],"[{'url': 'https://t.co/BBAwzpogpv', 'expanded_url': 'https://www.washingtonpost.com/nation/2021/03/09/coronavirus-covid-live-updates-us/', 'display_url': 'washingtonpost.com/nation/2021/03…', 'indices': [153, 176]}]",Twitter for iPhone,,,,,,3,,,False,False,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/1169638638445039617/zMrzwAb__normal.jpg,https://pbs.twimg.com/profile_images/1169638638445039617/zMrzwAb__normal.jpg,False,False
135625641,Intrepid Reporter,intrepid_dude,False,"Hater of hypocrites, pseudo liberals and corruption. Slayer of BS. All views are personal. Retweets are not endorsements.",,True,,74,12,4960,2021-03-09 15:42:12,https://twitter.com/intrepid_dude/status/1369312572885790721,1369312572885790721,"@globaltimesnews US should listen to Chinese analysts. After all they invented the virus and know intimately how it works.

#ChinaVirus #WuhanVirus #COVID19 #WuhanCoronavirus #ChinaLiedPeopleDied",0,False,1,"[{'text': 'ChinaVirus', 'indices': [124, 135]}, {'text': 'WuhanVirus', 'indices': [136, 147]}, {'text': 'COVID19', 'indices': [148, 156]}, {'text': 'WuhanCoronavirus', 'indices': [157, 174]}, {'text': 'ChinaLiedPeopleDied', 'indices': [175, 195]}]","[{'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': 49616273, 'id_str': '49616273', 'indices': [0, 16]}]",[],Twitter for Android,1369310946175430660,1369310946175430660,49616273,49616273,globaltimesnews,0,,,False,False,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1297145442073866241/Yw7PQBOk_normal.jpg,https://pbs.twimg.com/profile_images/1297145442073866241/Yw7PQBOk_normal.jpg,False,False
332609042,Lucia D,LuciaDLite,False,"#bikenyc, kitty mom, advocate, overachieving underachiever
she/her","Bronx, NY",True,,723,387,1619,2021-03-09 15:33:16,https://twitter.com/LuciaDLite/status/1369310324491489284,1369310324491489284,"Do not under any circumstances utter ""ching-chong"" or defend those who do. https://t.co/wNiesHERFi",0,False,6,[],[],"[{'url': 'https://t.co/wNiesHERFi', 'expanded_url': 'https://twitter.com/Tellythecairn/status/1369103317671047171', 'display_url': 'twitter.com/Tellythecairn/…', 'indices': [75, 98]}]",Twitter Web App,,,,,,4,,,False,False,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,http://pbs.twimg.com/profile_images/1364270779635019781/XTMHaJ3k_normal.jpg,https://pbs.twimg.com/profile_images/1364270779635019781/XTMHaJ3k_normal.jpg,False,False
1299163474019450880,Juan Juakin,JuanJuakin,False,Escritor. periodista | @lavinotinto aunque mal pague | Latino Blanco ¡Ay que horror! | Dignidad y Libertad | el mundo es redondo..:patéalo,"Caracas, Venezuela",False,,1011,206,4970,2021-03-09 15:25:50,https://twitter.com/JuanJuakin/status/1369308454293225473,1369308454293225473,@MysticalGesture @ElMatadorCT @megynkelly Yeah...:you are right. How much of an expert Megan can be on Royal Affairs after only one year over there? It’s like expecting Cuomo to give reliable answers on COVID 19 (Chinese Virus) or City Management.,0,False,0,[],"[{'screen_name': 'MysticalGesture', 'name': 'CandyLover', 'id': 1352111164851953666, 'id_str': '1352111164851953666', 'indices': [0, 16]}, {'screen_name': 'ElMatadorCT', 'name': 'Carlos', 'id': 3596269154, 'id_str': '3596269154', 'indices': [17, 29]}, {'screen_name': 'megynkelly', 'name': 'Megyn Kelly', 'id': 110445334, 'id_str': '110445334', 'indices': [30, 41]}]",[],Twitter for iPhone,1369294116912308230,1369294116912308230,1352111164851953666,1352111164851953666,MysticalGesture,0,,,False,False,,,http://pbs.twimg.com/profile_images/1299166685061165057/t-dGiC3c_normal.jpg,https://pbs.twimg.com/profile_images/1299166685061165057/t-dGiC3c_normal.jpg,True,False
946698502171750401,Tibetans,TibetPeople,False,"Ex @Tibetans supports Tibetan National Resistance against China’s Military Occupation. When Dalai Lama escaped into Exile, CCP’s dictator Mao said:WE LOST TIBET",,False,,8809,13893,93858,2021-03-09 13:49:35,https://twitter.com/TibetPeople/status/1369284230883213314,1369284230883213314,"@TBanikkkk Who ever supported #MyanmarMilitarycoup #MinAungHlain or #AungSanSuuKyi, tha fact of matter is #China want to destroy #Democracy &amp; supporting #CivilWar or #PowerVacuum

#FreeTibet #FreeHK #CCP #XiJinping #ChineseVirus #WhatsHappeningInMyanmar #UN #US #EU #BRI #Japan #India #Burma https://t.co/B9YjWY09Lv",1,False,0,"[{'text': 'MyanmarMilitarycoup', 'indices': [30, 50]}, {'text': 'MinAungHlain', 'indices': [51, 64]}, {'text': 'AungSanSuuKyi', 'indices': [68, 82]}, {'text': 'China', 'indices': [106, 112]}, {'text': 'Democracy', 'indices': [129, 139]}, {'text': 'CivilWar', 'indices': [157, 166]}, {'text': 'PowerVacuum', 'indices': [170, 182]}, {'text': 'FreeTibet', 'indices': [184, 194]}, {'text': 'FreeHK', 'indices': [195, 202]}, {'text': 'CCP', 'indices': [203, 207]}, {'text': 'XiJinping', 'indices': [208, 218]}, {'text': 'ChineseVirus', 'indices': [219, 232]}, {'text': 'WhatsHappeningInMyanmar', 'indices': [233, 257]}, {'text': 'UN', 'indices': [258, 261]}, {'text': 'US', 'indices': [262, 265]}, {'text': 'EU', 'indices': [266, 269]}, {'text': 'BRI', 'indices': [270, 274]}, {'text': 'Japan', 'indices': [275, 281]}, {'text': 'India', 'indices': [282, 288]}, {'text': 'Burma', 'indices': [289, 295]}]","[{'screen_name': 'TBanikkkk', 'name': 'baniks', 'id': 1224996875264126976, 'id_str': '1224996875264126976', 'indices': [0, 10]}]",[],Twitter Web App,1369246605564608516,1369246605564608516,1224996875264126976,1224996875264126976,TBanikkkk,58,,,False,False,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/974726895098056704/tDJNv3uQ_normal.jpg,https://pbs.twimg.com/profile_images/974726895098056704/tDJNv3uQ_normal.jpg,False,False
